theaterCode,hallCode,theaterCode,hallName,hallImage,isSeatplan,searchNum
FC000783,01,구로아트밸리,예술극장,,false,0
FC000784,01,금나래아트홀,,,false,0
FC000785,01,대학로자유극장,,,false,0
FC000787,01,강남구민회관,강당,,false,0
FC000788,01,마포아트센터,아트홀맥,,false,0
FC000788,02,마포아트센터,플레이맥,,false,0
FC000788,06,마포아트센터,스튜디오 3,,false,0
FC000790,01,창녕문화예술회관,대공연장,,false,0
FC000790,02,창녕문화예술회관,소공연장,,false,0
FC000790,03,창녕문화예술회관,야외공연장,,false,0
FC000791,01,라트어린이극장,,,false,0
FC000793,01,용산아트홀,대극장 미르,,false,0
FC000793,02,용산아트홀,소극장 가람,,false,0
FC000794,01,세우아트센터,1관,,false,0
FC000794,02,세우아트센터,2관,,false,0
FC000797,01,63 아트홀,,,false,0
FC000798,01,산울림소극장,,,false,0
FC000800,01,강서구민회관,우장홀,,false,0
FC000800,02,강서구민회관,노을극장,,false,0
FC000802,01,가톨릭청년회관,CY 씨어터 (다리소극장),,false,0
FC000804,01,가평문화예술회관,대공연장,,false,0
FC000804,02,가평문화예술회관,야외공연장,,false,0
FC000806,01,틴틴홀,,,false,0
FC000808,01,과천시민회관,대극장,,false,0
FC000808,02,과천시민회관,소극장,,false,0
